              Name           Packing           VoroMQA             SBROD             3DCNN             ProQ2             ProQ3        ProteinPro               GDT
    t0953s2ts351_2          8.953228          0.084792          1.280259          0.064100          0.036089          0.044531         32.402458         12.702000
    t0968s2ts368_3         55.153927          0.507127          1.486337          0.646630          0.391491          0.486014          2.960737         71.304000
      t0954ts458_4         12.833283          0.137805          1.294804          0.030650         -0.023765          0.012244         17.203301          7.383000
    t0968s2ts492_5         39.172642          0.435660          1.476006          0.370930          0.353494          0.328174         30.206072         47.609000
    t0968s2ts402_2         30.668968          0.389601          1.404672          0.401700          0.247880          0.312587         25.988469         24.130000
      t1003ts246_4         91.429146          0.402365          1.755846          0.784830          0.547200          0.555714         59.993160         85.599000
    t0968s1ts156_5         12.696962          0.297020          1.273959          0.290350          0.186374          0.081559         27.439604         24.788000
      t0954ts243_3         32.155685          0.408827          1.680301          0.454420          0.513403          0.487654         31.642491         52.632000
      t1003ts043_5         82.952950          0.449203          1.717958          0.754270          0.549513          0.568201         58.112488         63.882000
    t0968s1ts471_2         17.549236          0.233712          1.294359          0.291760          0.314494          0.268628         61.301316         26.059000
    t0957s2ts470_5         15.300219          0.305349          1.351090          0.414000          0.290113          0.209325         22.990240         26.582000
    t0968s1ts222_2         24.569529          0.348446          1.433967          0.788690          0.350729          0.381764         58.847595         66.525000
    t0957s2ts157_2         28.209513          0.267955          1.380912          0.276950          0.279134          0.169781         35.472360         41.297000
      t1003ts337_2         87.676399          0.364616          1.758017          0.750220          0.518151          0.536465         57.442101         85.253000
      t0963ts441_3         18.683935          0.305499          1.521957          0.390140          0.121069         -0.004394         59.521325         21.016000
      t0963ts282_4         22.183130          0.169733          1.296439          0.043560          0.036962         -0.037136          6.266756          7.074000
      t1011ts402_5         45.698612          0.338495          1.578868          0.502820          0.332895          0.299170         10.539611         40.090000
      t1011ts492_2         87.387482          0.440258          1.549596          0.642880          0.358939          0.310902         17.553680         28.941000
    t0953s2ts377_5         11.480357          0.260510          1.314143          0.163800          0.127524          0.151352         36.430674         13.609000
      t1011ts368_4         43.461056          0.412332          1.503186          0.631320          0.440865          0.380873          4.634836         40.484000
    t0968s1ts041_1         17.493189          0.133536          1.247316          0.074990          0.103867          0.115002         45.367380         31.992000
      t0954ts279_2         70.949310          0.403151          1.726976          0.601970          0.519503          0.462195         63.704700         58.699000
    t0968s1ts055_5         16.820404          0.325030          1.395816          0.668020          0.343054          0.337102         93.579817         66.737000
    t0968s2ts470_4         10.517927          0.316877          1.361894          0.384950          0.156227          0.112162         42.237419         17.826000
    t0968s2ts157_3         23.293110          0.209836          1.293029          0.139430          0.088950          0.089488         42.459002         28.478000
    t0968s1ts288_4         25.770998          0.286923          1.433383          0.407280          0.256825          0.199551         34.662553         30.720000
      t0954ts390_1         45.151073          0.519661          1.779724          0.769000          0.634541          0.627794         35.071441         67.763000
    t0953s2ts274_5         33.058559          0.295658          1.423593          0.319230          0.342252          0.402358         58.631488         31.250000
    t0968s1ts192_3         69.345818          0.309183          1.384006          0.664970          0.228740          0.181613         73.724373         62.712000
      t0963ts246_2         12.501664          0.200369          1.366795          0.190880         -0.034956         -0.183564         25.660459         18.956000
      t0951ts337_2         95.139175          0.532143          1.683644          0.887950          0.703672          0.721568         54.273501         90.789000
      t1011ts117_1         12.725483          0.325080          1.419612          0.253050          0.297657          0.238524         39.367368         24.099000
      t0963ts043_3         40.097260          0.387669          1.483179          0.588480          0.236957          0.048135         24.645020         21.566000
      t1005ts309_2         49.801044          0.427359          1.598574          0.633670          0.362135          0.299829         11.351732         52.684000
      t0963ts337_4         26.650625          0.227001          1.358257          0.267850          0.072316         -0.086957         52.834544          6.731000
      t0951ts246_4         92.110222          0.546429          1.659407          0.891660          0.680054          0.698588          9.757643         90.508000
      t1003ts441_5         73.958427          0.367434          1.714739          0.724340          0.523906          0.566788         72.738552         80.357000
      t0963ts377_1         22.925838          0.181430          1.239043          0.209330         -0.146401         -0.272331         43.857064         13.324000
      t1003ts282_2         11.580717          0.179937          1.345542          0.163100          0.297787          0.218598         26.323289         22.062000
    t0953s2ts071_4         36.134426          0.254712          1.395700          0.280360          0.235578          0.256761         27.943392         34.073000
    t0968s1ts397_2         13.555435          0.171504          1.236366          0.103420          0.264246          0.089012         72.943032         18.644000
    t0957s2ts281_1         29.151354          0.326056          1.493580          0.513710          0.313425          0.189937         45.119176         37.816000
      t0954ts348_1         30.453699          0.184875          1.240532          0.063010          0.218635          0.125226          7.753258         38.450000
    t0957s2ts368_2         53.770786          0.411712          1.413582          0.619860          0.231810          0.112443         25.776845         45.411000
    t0968s1ts124_3         22.871708          0.271004          1.303211          0.287610          0.318758          0.315669         24.889390         29.237000
    t0953s2ts401_2         20.564846          0.291794          1.337639          0.235340          0.326491          0.241205        -16.041642          7.863000
    t0957s2ts492_4         32.639099          0.290980          1.373495          0.287370          0.201737          0.142979         48.181646         24.051000
    t0957s2ts402_3         23.473543          0.447866          1.495900          0.698730          0.357058          0.300956         11.996565         34.335000
      t0954ts145_2         57.257393          0.393951          1.616740          0.457980          0.516096          0.500846         10.654146         55.117000
      t1003ts329_1         81.250076          0.402161          1.695385          0.798820          0.569317          0.571403        -12.397661         87.500000
    t0957s2ts149_1         30.205931          0.317887          1.463454          0.381830          0.187128          0.141101         43.198106         40.506000
      t1005ts196_3         58.361946          0.312684          1.549964          0.377530          0.277797          0.255892         57.042252         50.000000
      t1011ts261_3         67.211472          0.366595          1.545383          0.558870          0.357325          0.331253         32.113103         42.736000
      t0963ts335_1         19.506552          0.152674          1.201466          0.134350         -0.175752         -0.268198         64.260041         13.049000
    t0957s2ts344_2         25.318718          0.418054          1.512204          0.686850          0.374148          0.256099         59.127940         42.247000
      t1003ts124_2         49.968262          0.327471          1.658982          0.610920          0.478604          0.459351         41.405403         68.894000
      t1003ts347_1         94.076004          0.431111          1.750904          0.770930          0.587021          0.608586         39.915918         83.813000
      t0963ts222_5         41.301487          0.430969          1.461103          0.400030          0.386729          0.252966         17.077199          8.929000
    t0968s1ts401_1         16.140413          0.323850          1.339534          0.302570          0.327606          0.252571         54.851854         20.975000
      t0963ts156_2         24.216209          0.249429          1.282516          0.393880          0.030494         -0.139226         11.014923         18.887000
    t0953s2ts164_5         18.649902          0.216944          1.364723          0.066570          0.275443          0.143887         55.067967          9.375000
      t1003ts397_3         25.138756          0.266540          1.522101          0.358060          0.370002          0.371140         59.817730         38.191000
      t0954ts197_5         48.024380          0.512623          1.788520          0.731420          0.607135          0.634932          3.576600         67.909000
    t0968s1ts282_3          8.941610          0.103367          1.227353          0.070130         -0.046296         -0.058000         26.009484         25.636000
    t0968s2ts380_5         20.787371          0.391969          1.365604          0.645600          0.172087          0.175917         83.258651         23.261000
    t0968s1ts441_4         23.689367          0.200500          1.230052          0.173190          0.130827          0.063486         26.220424         31.568000
    t0953s2ts329_3         28.347143          0.229997          1.334773          0.116010          0.210532          0.243162         45.792064          9.879000
    t0957s2ts086_5         51.031666          0.324306          1.349653          0.381640          0.270232          0.078505         38.179650         31.804000
    t0957s2ts498_3         29.872004          0.342428          1.512165          0.582910          0.323791          0.229389         30.167345         59.652000
      t1005ts214_1         20.853865          0.470744          1.591863          0.702030          0.470466          0.479524         34.486397         51.304000
    t0953s2ts085_4         19.578011          0.192450          1.291336          0.161480          0.135175          0.079908         29.511259         10.282000
    t0968s2ts261_4         51.774254          0.459801          1.504842          0.546280          0.364568          0.340094         54.723499         53.261000
      t0951ts116_1         66.004822          0.410703          1.593650          0.698010          0.668429          0.713636          4.591960         68.797000
      t1003ts192_2         95.821335          0.428760          1.768620          0.792380          0.566055          0.553806         22.112256         87.730000
    t0968s2ts358_5         28.348001          0.222875          1.314085          0.105490          0.193577          0.099699         51.416566         20.870000
    t0968s2ts472_1          9.862086          0.128004          1.211989          0.095220         -0.017736         -0.099696         42.758778         16.087000
      t1005ts497_3         13.630794          0.158521          1.362119          0.081540          0.148819          0.089946         35.675509         24.617000
      t1005ts089_5         76.594391          0.379110          1.545818          0.600000          0.368280          0.278373         42.243488         51.074000
      t0951ts156_4         84.440353          0.563415          1.686271          0.878000          0.708337          0.789002         32.406207         92.575000
    t0968s2ts221_1         17.338562          0.422920          1.470889          0.466990          0.213141          0.293574         39.302022         41.957000
      t1005ts407_4         22.168240          0.200352          1.421674          0.059510          0.123652          0.087076         -6.072531         15.184000
      t0954ts406_2         80.581047          0.517585          1.815226          0.804300          0.621779          0.597846         32.972443         66.374000
      t1003ts288_5         79.771347          0.371915          1.633357          0.499100          0.471899          0.382753         34.547674         29.608000
      t1003ts055_4         86.205009          0.451142          1.739215          0.848530          0.587656          0.583940         32.813884         89.055000
    t0957s2ts426_1         34.097382          0.452990          1.467134          0.628970          0.306781          0.259392        -11.608150         34.177000
      t0954ts058_1         38.016022          0.397056          1.706015          0.437750          0.496980          0.410536         41.209836         52.558000
      t0963ts457_2         19.691727          0.308664          1.490036          0.285700          0.242960          0.136077         22.291906         16.758000
    t0968s2ts498_2         17.866201          0.428323          1.524471          0.517640          0.263078          0.315965         53.493283         62.826000
    t0953s2ts431_4         35.850460          0.391486          1.492630          0.812880          0.368846          0.270502          1.018260         19.456000
    t0968s2ts086_4         34.923836          0.507794          1.463583          0.738980          0.353822          0.393298         -0.531404         63.913000
    t0953s2ts116_3         23.614599          0.215446          1.350801          0.157900          0.176429          0.224189         32.800463         20.665000
      t1011ts344_4         53.707432          0.411036          1.525068          0.582490          0.407129          0.373341         53.604632         45.777000
    t0957s2ts261_5         38.017342          0.404371          1.447887          0.424660          0.295535          0.135126         65.462845         38.766000
    t0957s2ts358_4         42.507900          0.268052          1.386448          0.253830          0.257956          0.026261         46.029891         30.380000
      t0954ts135_1         66.722336          0.512992          1.801588          0.743190          0.603024          0.568869         14.667582         66.447000
    t0968s1ts389_1         13.555435          0.291023          1.431207          0.277410          0.216967          0.154696         64.183805         18.644000
    t0953s2ts471_1         22.779699          0.146661          1.254943          0.134300          0.060973         -0.051181         34.402229         11.794000
    t0968s2ts322_1         20.280573          0.532749          1.476963          0.678040          0.367718          0.543022         15.085372         62.391000
    t0953s2ts222_1          9.369408          0.410591          1.489645          0.679600          0.299292          0.316458         25.520211         23.286000
      t0963ts124_4         63.593918          0.328411          1.488597          0.323300          0.214998          0.133707         40.796444         10.508000
      t1005ts023_3         50.364288          0.317631          1.484505          0.357590          0.262930          0.282736         37.267832         42.178000
    t0953s2ts041_2         73.797325          0.079604          1.224217          0.093050          0.078137          0.125150         58.291578         13.911000
    t0968s1ts337_3         26.393023          0.200432          1.242030          0.303670          0.102814          0.051880         65.736564         25.424000
      t1003ts222_3         85.506050          0.463006          1.813877          0.834510          0.616794          0.627398         61.479519         82.085000
    t0968s1ts043_4         17.517080          0.328631          1.348246          0.765400          0.294785          0.287771         12.024021         77.542000
    t0953s2ts335_5         18.172962          0.237342          1.337831          0.216150          0.204864          0.195848         58.809923         14.415000
      t1003ts471_3         95.344185          0.379078          1.735747          0.742010          0.500798          0.533000         50.360899         86.290000
      t1003ts156_4         96.678726          0.445320          1.787491          0.789970          0.558817          0.538917        -10.788616         86.636000
      t1003ts116_1         95.821335          0.335753          1.728422          0.729220          0.506218          0.526884         55.576541         87.730000
      t0963ts192_4         30.448530          0.291602          1.427192          0.325940          0.194010          0.034535          2.970519         19.162000
      t0951ts347_1         99.014763          0.558813          1.679001          0.874130          0.661617          0.707045         -0.791521         92.387000
    t0968s1ts246_5         14.181346          0.171355          1.320942          0.122180          0.123602          0.063249         27.281308         24.153000
    t0953s2ts244_3         21.340906          0.195047          1.303179          0.206170          0.152120         -0.085831         23.581070          9.073000
    t0968s2ts344_3         69.748306          0.439255          1.414160          0.534170          0.232316          0.184910         31.264945         45.652000
      t1011ts086_3         54.198074          0.421297          1.571546          0.651770          0.450848          0.445113         18.546036         43.074000
      t1011ts498_5         39.317459          0.342914          1.576651          0.524960          0.359625          0.363988         98.727062         44.257000
      t0963ts288_3         18.968260          0.292678          1.428459          0.261880          0.180073         -0.118110         69.037820         11.401000
    t0968s1ts351_1         19.331118          0.170367          1.332172          0.115250          0.213293          0.147678         15.668545         29.873000
      t1003ts244_1         86.205009          0.405800          1.706063          0.800600          0.560169          0.546762          0.177186         89.055000
      t0951ts124_2         73.106079          0.471307          1.653643          0.798090          0.666740          0.742598         60.084578         82.331000
      t0963ts055_2         47.720970          0.356149          1.399601          0.198360          0.312262          0.147687         22.329232          8.723000
      t1005ts152_5         41.550266          0.195676          1.419934          0.110870          0.122620          0.122374         88.945301         25.920000
      t0954ts004_2         84.614372          0.463205          1.720084          0.677670          0.529374          0.433520         43.543225         56.652000
      t1003ts457_4         92.856873          0.432645          1.752792          0.782670          0.590833          0.573376         54.256684         84.332000
      t1003ts282_3         23.734852          0.140982          1.420575          0.153890          0.179124          0.134709         47.711514         19.240000
    t0953s2ts071_5         23.578800          0.087103          1.219258          0.161770         -0.053459         -0.057562        -12.335426          7.964000
      t1003ts441_4         87.027527          0.368171          1.714287          0.729170          0.510493          0.556803         13.325881         80.300000
      t0951ts246_5         97.090553          0.546074          1.696091          0.892540          0.696268          0.714597         14.925395         92.011000
      t1005ts309_3         79.887321          0.429253          1.582371          0.596410          0.362436          0.337185         46.718891         52.454000
      t0963ts337_5         11.102929          0.264065          1.432525          0.201400          0.217347          0.136975        -20.878467          8.104000
      t0963ts043_2         40.097260          0.420635          1.542826          0.565920          0.293178          0.164744         53.116925         21.566000
    t0953s2ts401_3         18.644588          0.319212          1.432797          0.309810          0.254374          0.185510         37.627006          7.056000
    t0957s2ts492_5         17.945244          0.298622          1.382589          0.345810          0.266250          0.163019         44.231501         32.595000
      t0954ts145_3         67.246628          0.350283          1.586587          0.450710          0.442666          0.331344         42.173749         47.880000
    t0957s2ts402_2         34.097382          0.452990          1.467134          0.628970          0.306781          0.259392         38.699359         34.177000
    t0957s2ts368_3         31.780128          0.373905          1.428109          0.404110          0.288245          0.104274         53.299522         35.918000
    t0968s1ts124_2         15.657642          0.225759          1.369998          0.258700          0.238683          0.199947         13.195098         44.492000
    t0968s1ts329_1         31.095860          0.224658          1.293867          0.304400          0.205542          0.029958         73.066672         28.178000
    t0968s2ts470_5          9.832220          0.304506          1.343891          0.331370          0.174292          0.158737         22.921008         17.609000
    t0968s1ts288_5         12.317331          0.236057          1.360066          0.205160          0.216648          0.213157         74.170380         32.415000
    t0968s2ts157_2         10.966425          0.222810          1.306031          0.151090          0.059512          0.015380        -12.965117         28.913000
      t0954ts279_3         66.934364          0.376004          1.746496          0.519900          0.455739          0.457260         38.254841         58.772000
    t0968s1ts055_4         38.674606          0.307572          1.344355          0.601290          0.213660          0.245337         34.415532         49.788000
      t0951ts337_3         85.921875          0.520087          1.664769          0.901530          0.683834          0.719780         49.358386         91.729000
      t1011ts312_1         22.987640          0.227418          1.268598          0.146610          0.260095          0.242217         13.437724         15.991000
      t0963ts246_3         12.501664          0.200369          1.366795          0.190880         -0.034956         -0.183564         51.503126         18.956000
    t0953s2ts274_4         53.565056          0.329351          1.453846          0.383380          0.371087          0.426117         59.710712         32.460000
    t0968s1ts192_2         36.558464          0.320337          1.319352          0.582740          0.353039          0.301215         21.051356         51.271000
      t0963ts282_5         11.121290          0.070455          1.186910          0.058040         -0.295675         -0.324843         55.695226          8.516000
      t0963ts441_2         30.300547          0.263783          1.406865          0.342180          0.112871         -0.101533         36.087724         19.780000
    t0968s1ts116_1         51.715714          0.167449          1.324321          0.237850          0.180143          0.122384         49.876450         28.814000
    t0968s1ts222_3         25.232576          0.380884          1.437326          0.797580          0.379005          0.391472          4.481333         72.669000
    t0957s2ts470_4         19.744858          0.312011          1.388860          0.323330          0.297248          0.173574         45.328546         26.424000
    t0957s2ts157_3         25.205870          0.294572          1.327376          0.274700          0.274322          0.145864         48.362678         39.873000
      t1003ts337_3         64.978889          0.342332          1.676723          0.688790          0.471561          0.504005         61.460089         72.177000
    t0968s1ts156_4         12.696962          0.284695          1.302488          0.455770          0.177244          0.061291         38.117230         24.788000
      t0954ts243_2         26.705019          0.391084          1.739682          0.407400          0.529732          0.463092        -19.900923         52.705000
    t0968s1ts471_3         14.600634          0.183927          1.275701          0.156520          0.112367          0.114128         26.660691         27.542000
      t1003ts043_4         77.458878          0.427343          1.706281          0.757560          0.552553          0.549914         36.716097         60.599000
    t0953s2ts337_1         24.037470          0.243301          1.373296          0.213400          0.159567          0.160830         42.983302          9.980000
      t1011ts368_5         33.457909          0.412916          1.529140          0.607040          0.403879          0.370981         41.905602         40.935000
      t1011ts402_4         43.461056          0.325961          1.557118          0.471910          0.357946          0.304418         61.695132         40.484000
      t0963ts071_1         17.512613          0.279536          1.357603          0.350000          0.107048          0.031451         18.594434          6.799000
    t0953s2ts377_4         18.128653          0.246766          1.331015          0.246010          0.197550          0.184268         38.422323         15.927000
      t1011ts492_3         80.112213          0.431204          1.521967          0.623010          0.380757          0.348523         25.592412         32.207000
    t0968s1ts457_4         49.611324          0.334307          1.414387          0.600440          0.382831          0.318901         38.676957         48.305000
    t0968s1ts244_1         16.067648          0.061040          1.137785          0.039230         -0.072824         -0.213513         64.717275         19.492000
      t1003ts351_1         24.311602          0.257549          1.553715          0.306610          0.408814          0.382343         68.000053         43.145000
      t1005ts047_5         43.760212          0.211078          1.476291          0.264530          0.170858          0.150936         34.818226         39.801000
    t0968s2ts492_4         28.684996          0.361255          1.391187          0.326640          0.265386          0.299515         77.182949         51.522000
      t0954ts458_5         13.807824          0.115097          1.272032          0.039350         -0.004762         -0.045150         35.852872          6.944000
    t0968s2ts402_3         13.318184          0.390498          1.419277          0.269110          0.265122          0.268699         59.393461         30.000000
      t1003ts246_5         80.608101          0.395699          1.755862          0.786630          0.551269          0.550331         14.962631         87.442000
    t0953s2ts351_3          8.953228          0.084792          1.280259          0.064100          0.036089          0.044531         25.464663         12.702000
    t0968s2ts368_2         51.782444          0.453822          1.488473          0.701750          0.354443          0.362719         46.426682         71.087000
    t0968s2ts281_1         26.829281          0.376656          1.499639          0.512050          0.378159          0.337835         44.119251         59.130000
      t1005ts110_4         48.921204          0.187222          1.363795          0.195500          0.240482          0.239402         70.027126         47.853000
    t0953s2ts381_1         39.777901          0.134473          1.334281          0.057180          0.191600          0.109448         12.314289         11.996000
      t0951ts441_4         94.875374          0.557425          1.686321          0.911000          0.685597          0.706373         45.595384         93.233000
      t1003ts110_1         91.045494          0.349549          1.695417          0.709010          0.457953          0.480566         23.635340         85.081000
      t1011ts058_3         32.539886          0.369650          1.487268          0.566550          0.335529          0.342912         32.033131         40.991000
      t1011ts446_5         26.978527          0.367926          1.556054          0.602260          0.368851          0.359999         11.667789         44.144000
    t0953s2ts047_2         89.728378          0.094484          1.242888          0.065710          0.022732         -0.042537          5.611328          8.569000
    t0957s2ts044_3         48.004597          0.457838          1.540330          0.637700          0.446255          0.302176         24.524646         39.241000
    t0968s2ts460_5         61.659107          0.470296          1.537635          0.595660          0.365116          0.416533         -6.847323         62.609000
      t1003ts224_3         30.363878          0.331824          1.718738          0.675760          0.547875          0.620126         43.729017         71.083000
    t0968s1ts208_2         13.904840          0.326061          1.424420          0.621870          0.249176          0.209367          8.080774         55.508000
    t0968s2ts324_1         20.672005          0.430398          1.545150          0.449660          0.216378          0.307017         31.136687         54.565000
    t0953s2ts224_1         21.467241          0.268966          1.376400          0.237330          0.267626          0.338728         40.176948         28.327000
      t1005ts351_4         23.596651          0.234682          1.437857          0.179300          0.167766          0.141865         96.050309         36.580000
      t1003ts007_5         60.115513          0.310746          1.629788          0.603250          0.422678          0.418654         48.934611         67.224000
    t0968s1ts112_5          9.557935          0.239854          1.313840          0.263630          0.229630          0.235579         69.101280         26.695000
    t0953s2ts110_3         19.675341          0.059795          1.138540          0.034220         -0.010286          0.008194          7.240818          9.778000
    t0968s1ts266_2         10.011596          0.192160          1.243287          0.128690          0.020829         -0.002209         54.694689         20.763000
      t1011ts460_2         29.791168          0.410784          1.547421          0.562400          0.394006          0.365377         76.869268         46.734000
    t0968s2ts058_4         10.106812          0.224704          1.247312          0.054560          0.128265          0.091026         41.558400         40.435000
    t0957s2ts378_3         14.087465          0.275047          1.240417          0.154770          0.289204          0.149426         50.904790         20.411000
    t0957s2ts241_2         23.473543          0.447866          1.495900          0.698730          0.357058          0.300956         36.710902         34.335000
      t1005ts043_1         33.169655          0.421044          1.628442          0.592880          0.339451          0.297366         46.405205         56.365000
      t0954ts472_4         38.384499          0.353983          1.523650          0.575080          0.384370          0.236432         36.884140         34.503000
    t0957s2ts135_5         25.218885          0.411457          1.493888          0.733570          0.291079          0.157348         63.676338         29.430000
      t0954ts261_1         83.311172          0.441069          1.641351          0.583570          0.520101          0.495731         28.681325         59.211000
      t1005ts377_3         62.331573          0.442351          1.561414          0.600910          0.319641          0.282974         92.569843         49.770000
    t0968s1ts160_3         31.256325          0.225453          1.274279          0.086180          0.206739          0.043899         67.372221         21.822000
      t1011ts044_5         20.029806          0.401337          1.522872          0.584590          0.415862          0.374416         62.932649         45.495000
    t0957s2ts058_5         17.400333          0.252874          1.366382          0.211210          0.119155          0.023806         28.343980         38.449000
    t0968s1ts214_4         32.767391          0.382904          1.319536          0.698170          0.217862          0.256920         29.864836         55.932000
      t0954ts426_5         88.079010          0.504346          1.771801          0.777700          0.653875          0.621691         50.390746         66.886000
    t0968s1ts407_1         25.015375          0.314839          1.366218          0.543780          0.389914          0.235916         59.683165         48.093000
      t0963ts224_5         16.730410          0.360808          1.491631          0.479000          0.180451         -0.002306         36.620493         20.604000
      t1003ts122_2         62.807518          0.197230          1.397138          0.140830          0.298740          0.262327         77.379638         20.853000
    t0968s2ts378_2         23.240911          0.134982          1.152471          0.020790         -0.096306         -0.129914         54.257883         14.130000
      t0954ts322_4         67.813614          0.376351          1.585899          0.436980          0.442000          0.321676         53.798250         47.661000
    t0968s2ts241_3         40.254143          0.429362          1.418168          0.463550          0.299806          0.242073         97.744114         46.304000
    t0968s2ts135_4         17.866201          0.428323          1.524471          0.517640          0.263078          0.315965         26.714442         62.826000
      t0963ts007_3         12.791878          0.103905          1.259997          0.045380         -0.170941         -0.098668         79.901213          5.082000
      t0954ts086_1         66.722336          0.507503          1.772716          0.786660          0.649065          0.593667         44.466005         66.447000
      t1005ts274_3         75.877380          0.401787          1.630179          0.626390          0.340379          0.344157         20.036817         54.985000
      t0951ts007_5         90.140709          0.541323          1.686678          0.904660          0.688721          0.680940         52.812549         92.105000
      t1005ts071_2         35.680832          0.218505          1.417611          0.088540          0.202942          0.111050          7.275033         13.037000
    t0957s2ts197_1         77.520996          0.426334          1.504327          0.650310          0.376876          0.266374         19.285628         59.019000
    t0953s2ts309_4         47.772060          0.350322          1.390896          0.471200          0.327558          0.267666         74.200610         21.976000
    t0968s2ts044_2         13.318184          0.390498          1.419277          0.269110          0.265122          0.268699         46.723244         30.000000
    t0957s2ts460_4         50.962330          0.492854          1.538410          0.721260          0.442970          0.242715         63.837647         46.835000
      t1005ts441_1         72.129936          0.359410          1.549279          0.494380          0.372203          0.299849         41.152160         49.540000
      t0951ts110_1         95.733276          0.512182          1.638514          0.801480          0.688296          0.695508         50.583630         89.850000
      t1011ts135_3         29.579544          0.349120          1.582241          0.562230          0.392823          0.389594         34.089791         44.651000
    t0968s1ts365_2         16.067648          0.061040          1.137785          0.039230         -0.072824         -0.213513         64.262185         19.492000
      t1011ts241_4         33.457909          0.412916          1.529140          0.607040          0.403879          0.370981          4.340326         40.935000
      t1011ts378_5         15.333986          0.131013          1.177598          0.058860          0.024874         -0.014379         16.258340          9.122000
      t0954ts149_5         38.943569          0.368661          1.693329          0.524170          0.474202          0.397846         55.439575         48.757000
      t1003ts112_5         50.667229          0.364178          1.546066          0.535800          0.523034          0.541302         46.849771         66.647000
    t0968s1ts097_2         80.817429          0.399224          1.416535          0.831520          0.327330          0.194680         19.348790         49.576000
    t0968s2ts348_5          9.598225          0.084253          1.094103          0.014340         -0.175668         -0.247101         24.376485         23.043000
      t0963ts077_1         24.556263          0.338554          1.417907          0.355600          0.221928          0.043451         27.492036          8.310000
    t0968s1ts007_5          9.484881          0.108364          1.241145          0.045460         -0.002704         -0.034276         41.943741         16.102000
      t0954ts312_3         25.891209          0.244603          1.428078          0.234650          0.384585          0.327687         32.030763         14.766000
      t1005ts457_1         87.192642          0.430650          1.593194          0.645250          0.370630          0.319007         35.837153         52.147000
    t0957s2ts418_4         11.433640          0.181200          1.348413          0.101210          0.103262          0.106700          2.329245         19.462000
      t1003ts266_2         84.397011          0.356779          1.696161          0.722530          0.538709          0.542458         55.440138         83.410000
    t0957s2ts488_3         15.417648          0.331100          1.455668          0.320470          0.321590          0.158596         35.081887         37.975000
      t1011ts257_4         10.698222          0.062300          1.204248          0.104660         -0.050840         -0.074286         16.466455          8.840000
    t0957s2ts458_1         11.433640          0.181200          1.348413          0.101210          0.103262          0.106700         -5.702076         19.462000
      t1005ts244_4         14.872485          0.175260          1.358064          0.087870          0.121092          0.094727         35.033367         17.715000
    t0957s2ts068_2         12.320333          0.364264          1.442327          0.409980          0.161060          0.126529         61.456563         41.139000
    t0953s2ts152_2         33.842377          0.148188          1.377211          0.113370          0.226341          0.204557         46.987185         24.194000
    t0968s1ts224_3         38.674606          0.307572          1.344355          0.601290          0.213660          0.245337        -10.518702         49.788000
      t1003ts208_2         97.110138          0.408348          1.709130          0.790590          0.545869          0.543704         49.960805         86.002000
      t1011ts390_2         51.397438          0.413204          1.433075          0.418200          0.373494          0.453224         29.723431         34.685000
    t0968s1ts110_1         24.387924          0.145059          1.281340          0.123910          0.105575          0.070942         65.448417         25.212000
      t0963ts160_5         18.623281          0.133344          1.299063          0.183130         -0.221529         -0.281427          5.268702         20.536000
      t1011ts279_1         31.151600          0.223188          1.404598          0.237940          0.173175          0.218641         42.451714         35.642000
      t0951ts365_2         98.927528          0.565124          1.650751          0.838720          0.685255          0.702120         68.563363         85.244000
      t1005ts116_4         37.610435          0.239197          1.489348          0.253870          0.199759          0.156986          8.977334         47.086000
      t0951ts160_3         92.170906          0.525726          1.681567          0.860620          0.695119          0.724042         35.594785         92.481000
      t1011ts145_1         33.997688          0.364636          1.540820          0.552110          0.388628          0.364378         41.757112         41.104000
      t0963ts365_4         21.055761          0.103092          1.208472          0.189460         -0.219744         -0.310391         52.614968         10.165000
    t0968s2ts163_1         33.037739          0.364102          1.457369          0.448790          0.260750          0.196631         55.024640         43.043000
    t0968s2ts257_3          8.919357          0.068441          1.104284          0.032400         -0.343764         -0.274027         56.778495         14.348000
      t0951ts407_1         51.831322          0.263625          1.405744          0.223030          0.298263          0.312852         36.481673         13.534000
      t1005ts156_1         43.598083          0.374398          1.556686          0.537890          0.280174          0.253431         49.523249         46.472000
    t0957s2ts354_2         29.563154          0.345483          1.501346          0.578960          0.312080          0.213595         10.816169         59.968000
    t0953s2ts023_4         25.109980          0.133803          1.297018          0.137700          0.139345          0.131956         83.152845         13.206000
      t1011ts348_2         15.516579          0.122280          1.023517          0.024640         -0.034054         -0.006898         29.249537         22.297000
      t1005ts041_5         17.784224          0.103304          1.278344          0.047440         -0.089563         -0.098716         -3.807586          8.742000
      t1005ts335_2         62.291073          0.399190          1.529243          0.517290          0.289542          0.257598         48.470259         50.690000
    t0968s2ts390_5         34.923836          0.453631          1.506328          0.504140          0.320688          0.328177         51.935287         63.913000
      t0954ts117_2         10.808664          0.334868          1.619668          0.378490          0.420774          0.338007         46.160913         43.713000
      t0963ts112_3         14.516192          0.319998          1.341585          0.189810          0.202598          0.135167         59.192391         11.126000
      t1005ts085_3         73.569534          0.284174          1.423645          0.255510          0.197658          0.169707         42.556376         33.512000
    t0953s2ts160_1         13.181359          0.214422          1.353812          0.172030          0.240677          0.184900         56.976034         11.593000
      t1011ts488_5         21.474861          0.314864          1.408888          0.373760          0.316973          0.255669         36.188118         32.883000
